"","Pokemon","PokedexEntry"
"7322","Minccino","They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
"7323","Minccino","These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
"7324","Minccino","Minccino greet each other by grooming one another thoroughly with their tails."
"7325","Minccino","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth."
"7326","Minccino","When its tail has gotten dirty from self-cleaning or from cleaning its nest, Minccino spends a whole day washing its tail in clean spring water."
"7327","Minccino","The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle."
"7328","Minccino","They pet each other with their tails as a form of greeting. Of the two, the one whose tail is fluffier is a bit more boastful."
"7329","Cinccino","Their white fur is coated in a special oil that makes it easy for them to deflect attacks."
"7330","Cinccino","Their white fur feels amazing to touch. Their fur repels dust and prevents static electricity from building up."
"7331","Cinccino","Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches."
"7332","Cinccino","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks."
"7333","Cinccino","The oil that seeps from its body is really smooth. For people troubled by bad skin, this oil is an effective treatment."
"7334","Cinccino","Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff."
"7335","Cinccino","A special oil that seeps through their fur helps them avoid attacks. The oil fetches a high price at market."
"7336","Gothita","Their ribbonlike feelers increase their psychic power. They are always staring at something."
"7337","Gothita","They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
"7338","Gothita","It stares intently at everything. It can become so obsessed with watching that it doesn’t notice attacks."
"7339","Gothita","Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight."
"7340","Gothita","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see."
"7341","Gothita","This Pokémon is normally very innocent. When it is staring at something invisible, it is unblinking and utterly silent."
"7342","Gothita","Beware of touching the ribbon-shaped feelers that control its psychic power. Gothita will begin bawling if you do."
"7343","Gothorita","They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner."
"7344","Gothorita","Starlight is the source of their power. At night, they mark star positions by using psychic power to float stones."
"7345","Gothorita","According to many old tales, it creates friends for itself by controlling sleeping children on starry nights."
"7346","Gothorita","It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment."
"7347","Gothorita","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe."
"7348","Gothorita","This Pokémon will hypnotize children to put them to sleep before carrying them away. Be wary of nights when the starlight is bright."
"7349","Gothorita","Using its psychic power, it arranges pebbles to form the shapes of constellations. Some people believe this Pokémon came from outer space."
"7350","Gothitelle","Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power."
"7351","Gothitelle","They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans."
"7352","Gothitelle","It can see the future from the movement of the stars. When it learns its Trainer’s life span, it cries in sadness."
"7353","Gothitelle","It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars."
"7354","Gothitelle","A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again."
"7355","Gothitelle","Gothitelle unleashes psychic energy and shows opponents dreams of the universe’s end. These dreams are apparently ethereal and beautiful."
"7356","Gothitelle","It gazes at the stars to predict the future. It acts somewhat detached because it has seen the end of all existence."
"7357","Solosis","They drive away attackers by unleashing psychic power. They can use telepathy to talk with others."
"7358","Solosis","Because their bodies are enveloped in a special liquid, they can survive in any environment."
"7359","Solosis","Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
"7360","Solosis","It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out."
"7361","Solosis","Many say that the special liquid covering this Pokémon’s body would allow it to survive in the vacuum of space."
"7362","Duosion","Since they have two divided brains, at times they suddenly try to take two different actions at once."
"7363","Duosion","When their brains, now divided in two, are thinking the same thoughts, these Pokémon exhibit their maximum power."
"7364","Duosion","When their two divided brains think the same thoughts, their psychic power is maximized."
"7365","Duosion","Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other."
"7366","Duosion","Its brain has split into two, and the two halves rarely think alike. Its actions are utterly unpredictable."
"7367","Reuniclus","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
"7368","Reuniclus","These remarkably intelligent Pokémon fight by controlling arms that can grip with rock-crushing power."
"7369","Reuniclus","They use psychic power to control their arms, which are made of a special liquid. They can crush boulders psychically."
"7370","Reuniclus","While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission."
"7371","Reuniclus","It’s said that drinking the liquid surrounding Reuniclus grants wisdom. Problem is, the liquid is highly toxic to anything besides Reuniclus itself."
"7372","Ducklett","These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss."
"7373","Ducklett","When attacked, it uses its feathers to splash water, escaping under cover of the spray."
"7374","Ducklett","They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater."
"7375","Swanna","Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock."
"7376","Swanna","It administers sharp, powerful pecks with its bill. It whips its long neck to deliver forceful repeated strikes."
"7377","Swanna","Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles."
"7378","Vanillite","The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them."
"7379","Vanillite","This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow."
"7380","Vanillite","Theoretically, this Pokémon formed from icicles bathed in energy from the morning sun. Their breath is -58° F."
"7381","Vanillite","The temperature of their breath is -58 degrees Fahrenheit. They create snow crystals and make snow fall in the areas around them."
"7382","Vanillite","Born of an icicle, this Pokémon uses its frosty breath to make ice crystals, causing snow to fall."
"7383","Vanillite","It feels pleasantly cool when embraced. This Pokémon is treasured by households in warm regions."
"7384","Vanillite","It exhales cold air that is at –58 degrees Fahrenheit. When it’s in a warm place, it shrinks little by little."
"7385","Vanillite","When the morning sun hit an icicle, it wished not to melt, and thus Vanillite was born. At night, it buries itself in snow to sleep."
"7386","Vanillite","Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep."
"7387","Vanillite","Supposedly, this Pokémon was born from an icicle. It spews out freezing air at −58 degrees Fahrenheit to make itself more comfortable."
"7388","Vanillish","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
"7389","Vanillish","It conceals itself from enemy eyes by creating many small ice particles and hiding among them."
"7390","Vanillish","They cool down the surrounding air and create ice particles, which they use to freeze their foes."
"7391","Vanillish","Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped."
"7392","Vanillish","This Pokémon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt."
"7393","Vanillish","It sprays its enemies with grains of ice to freeze them. Most Vanillish in Alola are smaller than average."
"7394","Vanillish","This hearty Pokémon survived the Ice Age. It’s incredibly popular in very hot regions."
"7395","Vanillish","By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather."
"7396","Vanillish","It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it’s a kind Pokémon."
"7397","Vanilluxe","Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
"7398","Vanilluxe","If both heads get angry simultaneously, this Pokémon expels a blizzard, burying everything in snow."
"7399","Vanilluxe","Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards."
"7400","Vanilluxe","Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard."
"7401","Vanilluxe","Even if it loses one of its heads, it can live relatively problem-free. It makes snow clouds inside its body."
"7402","Vanilluxe","It blasts blizzards from its two mouths. It can create snow anywhere, so it gets a lot of love from skiers and snowboarders."
"7403","Vanilluxe","Vanilluxe is born when two Vanillish, half-melted by the day’s light, stick to each other and freeze together in the cold return of night."
"7404","Vanilluxe","When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe."
"7405","Vanilluxe","People believe this Pokémon formed when two Vanillish stuck together. Its body temperature is roughly 21 degrees Fahrenheit."
"7406","Deerling","The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
"7407","Deerling","The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons."
"7408","Deerling","Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well."
"7409","Deerling","These Pokémon are not shy—they will behave as they please, even in front of people. If you feed one of them, it will quickly take a liking to you."
"7410","Deerling","Deerling have different scents depending on the season. In this form, Deerling have a softly sweet scent that lingers in the nose."
"7411","Deerling","Deerling have different scents depending on the season. In early spring, these Pokémon give off a delicate, sweet, and calming scent."
"7412","Deerling","Despite Deerling’s adorable appearance, farmers consider it a nuisance since it loves plant shoots and will eat them all up."
"7413","Deerling","To prevent Deerling from entering their fields, many farmers will have several Lycanroc stand guard, as they are the natural enemy of Deerling."
"7414","Deerling","Deerling have different scents depending on the season. When a distinct grassy smell starts to waft from one, you know that summer has begun."
"7415","Deerling","Deerling’s scent changes with the seasons, but when the Pokémon is in its Winter Form, it has hardly any scent at all."
"7416","Deerling","This Pokémon will playfully headbutt those it gets along well with. It has antlers hidden under its flower, so the headbutts are a little painful."
"7417","Sawsbuck","They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns."
"7418","Sawsbuck","The plants growing on its horns change according to the season. The leaders of the herd possess magnificent horns."
"7419","Sawsbuck","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
"7420","Sawsbuck","There are many Sawsbuck enthusiasts. The darker the red of the foliage that hangs from its antlers, the more stylish the Sawsbuck is thought to be."
"7421","Sawsbuck","Sawsbuck in their Autumn Form are known for having very short tempers. The males fight each other incessantly."
"7422","Sawsbuck","It seems that a Sawsbuck with many flowers on its antlers will grow at a slightly slower pace because the flowers absorb the Pokémon’s nutrients."
"7423","Sawsbuck","There are many Sawsbuck enthusiasts. The paler the pink flowers that bloom on its antlers, the more beautiful the Sawsbuck is considered to be."
"7424","Sawsbuck","There are many Sawsbuck enthusiasts. The thicker and larger the branches and leaves on its antlers, the more majestic the Sawsbuck is thought to be."
"7425","Sawsbuck","This Pokémon’s leaves can be made into a black tea, the taste of which varies depending on the region of origin. Paldea’s is especially aromatic."
"7426","Sawsbuck","It’s said that Sawsbuck are calm and easy to tame during the season when they take on this form, so it’s the perfect time to make one your partner."
"7427","Sawsbuck","Though there are many enthusiasts for Sawsbuck as a species, this seasonal form in particular is not very popular."
"7428","Emolga","The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding."
"7429","Emolga","They live on treetops and glide using the inside of a cape-like membrane while discharging electricity."
"7430","Emolga","It glides on its outstretched membrane while shocking foes with the electricity stored in the pouches on its cheeks."
"7431","Emolga","It glides using its cape-like membrane. Electrical energy scatters from it, shocking its friends and foes alike."
"7432","Emolga","It grills berries and bug Pokémon with electric shocks and makes a meal of them. It usually nests in the holes gouged in trees by Pikipek."
"7433","Emolga","They store up electricity to fly through the air. When thunder cracks at night, sometimes there are almost enough of them to blot out the sky."
"7434","Emolga","As it flies, it scatters electricity around, so bird Pokémon keep their distance. That’s why Emolga can keep all its food to itself."
"7435","Emolga","As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble."
"7436","Emolga","This Pokémon absolutely loves sweet berries. Sometimes it stuffs its cheeks full of so much food that it can’t fly properly."
"7437","Karrablast","These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet."
"7438","Karrablast","When they feel threatened, they spit an acidic liquid to drive attackers away. This Pokémon targets Shelmet."
"7439","Karrablast","For some reason they evolve when they receive electrical energy while they are attacking Shelmet."
"7440","Karrablast","Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve."
"7441","Karrablast","It spits a liquid from its mouth to melt through Shelmet’s shell. Karrablast doesn’t eat the shell— it eats only the contents."
"7442","Escavalier","They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
"7443","Escavalier","These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body."
"7444","Escavalier","Wearing the shell covering they stole from Shelmet, they defend themselves and attack with two lances."
"7445","Escavalier","They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region."
"7446","Escavalier","It charges its enemies, lances at the ready. An image of one of its duels is captured in a famous painting of Escavalier clashing with Sirfetch’d."
"7447","Foongus","It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
"7448","Foongus","For some reason, this Pokémon resembles a Poké Ball. They release poison spores to repel those who try to catch them."
"7449","Foongus","It lures Pokémon with its pattern that looks just like a Poké Ball then releases poison spores."
"7450","Foongus","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores."
"7451","Foongus","No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it."
"7452","Foongus","The spores released from this Pokémon’s hands are highly poisonous, but when thoroughly dried, the spores can be used as stomach medicine."
"7453","Foongus","There is a theory that the developer of the modern-day Poké Ball really liked Foongus, but this has not been confirmed."
"7454","Foongus","This Pokémon prefers damp places. It spurts out poison spores to repel approaching enemies."
"7455","Amoonguss","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
"7456","Amoonguss","They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this."
"7457","Amoonguss","It moves the caps on both arms and does a dance to lure prey. It prefers damp places."
"7458","Amoonguss","This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land."
"7459","Amoonguss","Amoonguss generally doesn’t move much. It tends to stand still near Poké Balls that have been dropped on the ground."
"7460","Amoonguss","Be wary of the poisonous spores it releases. Mushrooms resembling Amoonguss’s caps will grow out of anywhere the spores touch."
"7461","Amoonguss","Amoonguss mimics Poké Balls. It is not yet clear whether this mimicry is effective against other Pokémon."
"7462","Frillish","With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
"7463","Frillish","They paralyze prey with poison, then drag them down to their lairs, five miles below the surface."
"7464","Frillish","If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return."
"7465","Frillish","It wraps its veillike arms and legs around prey swimming by and drags them down to the depths of the ocean."
"7466","Frillish","Using the invisible poison spikes on its veillike arms and legs, it paralyzes its enemies and causes them to drown."
"7467","Frillish","It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface."
"7468","Frillish","Its thin, veillike arms have tens of thousands of poisonous stingers. Females have slightly longer stingers."
"7469","Frillish","Legend has it that the residents of a sunken ancient city changed into these Pokémon."
"7470","Jellicent","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
"7471","Jellicent","They propel themselves by expelling absorbed seawater from their bodies. Their favorite food is life energy."
"7472","Jellicent","Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor."
"7473","Jellicent","Jellicent is always hanging around fancy cruise ships and tankers, hoping to drag away its prey."
"7474","Jellicent","Fishermen are terrified of Jellicent. It’s rumored to drag them into the sea and steal their lives away."
"7475","Jellicent","These Pokémon have body compositions that are mostly identical to seawater. They make their lairs from sunken ships."
"7476","Jellicent","The crown on its head gets bigger and bigger as it absorbs more and more of the life-force of other creatures."
"7477","Jellicent","Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair."
"7478","Jellicent","Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear."
"7479","Alomomola","The special membrane enveloping Alomomola has the ability to heal wounds."
"7480","Alomomola","Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore."
"7481","Alomomola","It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds."
"7482","Alomomola","It uses its special mucus to close the wounds of injured Pokémon. The reason for this behavior remains unknown."
"7483","Alomomola","They float upon the open sea. Many water Pokémon gather in the area around Alomomola."
"7484","Alomomola","Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine."
"7485","Alomomola","The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola."
"7486","Joltik","Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses."
"7487","Joltik","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
"7488","Joltik","Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
"7489","Joltik","Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own."
"7490","Joltik","Joltik latch on to other Pokémon and suck out static electricity. They’re often found sticking to Yamper’s hindquarters."
"7491","Galvantula","When attacked, they create an electric barrier by spitting out many electrically charged threads."
"7492","Galvantula","They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it."
"7493","Galvantula","It creates barriers from electrified silk that stun foes. This works as a weapon as well as a defense."
"7494","Galvantula","It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis."
"7495","Galvantula","It lays traps of electrified threads near the nests of bird Pokémon, aiming to snare chicks that are not yet good at flying."
"7496","Ferroseed","When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
"7497","Ferroseed","They stick their spikes into cave walls and absorb the minerals they find in the rock."
"7498","Ferroseed","It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger."
"7499","Ferroseed","It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve."
"7500","Ferroseed","Mossy caves are their preferred dwellings. Enzymes contained in mosses help Ferroseed’s spikes grow big and strong."
"7501","Ferrothorn","It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble."
"7502","Ferrothorn","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
"7503","Ferrothorn","By swinging around its three spiky feelers and shooting spikes, it can obliterate an opponent."
"7504","Ferrothorn","This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone."
"7505","Ferrothorn","Its spikes are harder than steel. This Pokémon crawls across rock walls by stabbing the spikes on its feelers into the stone."
"7506","Klink","The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing."
"7507","Klink","Interlocking two bodies and spinning around generates the energy they need to live."
"7508","Klink","Two bodies comprise a fixed pair. They spin around each other to generate energy."
"7509","Klink","The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other."
"7510","Klink","It’s suspected that Klink were the inspiration behind ancient people’s invention of the first gears."
"7511","Klang","By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
"7512","Klang","Spinning minigears are rotated at high speed and repeatedly fired away. It is dangerous if the gears don’t return."
"7513","Klang","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die."
"7514","Klang","When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply."
"7515","Klang","Many companies in the Galar region choose Klang as their logo. This Pokémon is considered the symbol of industrial technology."
"7516","Klinklang","Its red core functions as an energy tank. It fires the charged energy through its spikes into an area."
"7517","Klinklang","The gear with the red core is rotated at high speed for a rapid energy charge."
"7518","Klinklang","The minigear spins at high speed. Then the energy from the red core charges the minigear to make it ready to fire."
"7519","Klinklang","From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy."
"7520","Klinklang","The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature."
"7521","Tynamo","While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
"7522","Tynamo","These Pokémon move in schools. They have an electricity-generating organ, so they discharge electricity if in danger."
"7523","Tynamo","One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
"7524","Eelektrik","They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns."
"7525","Eelektrik","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
"7526","Eelektrik","It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps."
"7527","Eelektross","They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean."
"7528","Eelektross","With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
"7529","Eelektross","It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity."
"7530","Elgyem","It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
"7531","Elgyem","This Pokémon had never been seen until it appeared from far in the desert 50 years ago."
"7532","Elgyem","Rumors of its origin are linked to a UFO crash site in the desert 50 years ago."
"7533","Elgyem","It controls tremendous psychic power. Most reports of alien sightings are actually just people mistaking Elgyem for an alien."
"7534","Elgyem","This Pokémon is shrouded in mystery. It’s said to have appeared from a UFO that fell from the sky about 50 years ago."
"7535","Elgyem","If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home."
"7536","Elgyem","This Pokémon was discovered about 50 years ago. Its highly developed brain enables it to exert its psychic powers."
"7537","Beheeyem","It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
"7538","Beheeyem","It uses psychic power to control an opponent’s brain and tamper with its memories."
"7539","Beheeyem","Apparently, it communicates by flashing its three fingers, but those patterns haven’t been decoded."
"7540","Beheeyem","With its psychic powers, it rewrites its opponents’ memories. You, too, may have already had your memories rewritten."
"7541","Beheeyem","It has strong psychic powers. Using its fingers that flash three different colors, it controls its opponents and rewrites their memories."
"7542","Beheeyem","Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears."
"7543","Beheeyem","Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents."
"7544","Litwick","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
"7545","Litwick","While shining a light and pretending to be a guide, it leeches off the life force of any who follow it."
"7546","Litwick","Its flame is usually out, but it starts shining when it absorbs life force from people or Pokémon."
"7547","Litwick","The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world."
"7548","Litwick","The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns."
"7549","Lampent","This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
"7550","Lampent","It arrives near the moment of death and steals spirit from the body."
"7551","Lampent","The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on."
"7552","Lampent","This Pokémon appears just before someone passes away, so it’s feared as an emissary of death."
"7553","Lampent","It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them."
"7554","Chandelure","It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
"7555","Chandelure","Being consumed in Chandelure’s flame burns up the spirit, leaving the body behind."
"7556","Chandelure","The spirits burned up in its ominous flame lose their way and wander this world forever."
"7557","Chandelure","This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames."
"7558","Chandelure","In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said."
"7559","Axew","They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp."
"7560","Axew","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
"7561","Axew","Its large tusks have a tendency to break, but each time they grow back, they grow in harder and sturdier."
"7562","Axew","These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength."
"7563","Axew","They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern."
"7564","Axew","This Pokémon lives in nests that are made in the ground. People in ancient times used its tusks as cooking knives."
"7565","Axew","If you see peculiar teeth marks on boulders or trees, it means an Axew is likely living nearby."
"7566","Fraxure","Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
"7567","Fraxure","Their tusks can shatter rocks. Territory battles between Fraxure can be intensely violent."
"7568","Fraxure","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle."
"7569","Fraxure","After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back."
"7570","Fraxure","Its skin is as hard as a suit of armor. Fraxure’s favorite strategy is to tackle its opponents, stabbing them with its tusks at the same time."
"7571","Fraxure","Because its tusks don’t grow back once they break, this Pokémon apparently won’t use them unless truly necessary."
"7572","Fraxure","Fraxure uses its thick tusks to neatly cut prey into two portions—one to eat now and one to save for later."
"7573","Haxorus","They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel."
"7574","Haxorus","Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor."
"7575","Haxorus","Its tusks are incredibly destructive. They can easily slice through a thick, sturdy steel column every time."
"7576","Haxorus","Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition."
"7577","Haxorus","While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries."
"7578","Haxorus","This Pokémon nests in caves and abandoned mines. It is docile, but it will become incredibly angry if its tusks are touched, so beware."
"7579","Haxorus","It overwhelms enemies with its prized tusks, which are sharp enough to cut through a metal transmission tower in one strike."
"7580","Cubchoo","When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
"7581","Cubchoo","Its nose is always running. It sniffs the snot back up because the mucus provides the raw material for its moves."
"7582","Cubchoo","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
"7583","Cubchoo","When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like."
"7584","Cubchoo","It sniffles before performing a move, using its frosty snot to provide an icy element to any move that needs it."
"7585","Cubchoo","Many of this species can be found along the shorelines of cold regions. If a Cubchoo lacks dangling snot, there’s a chance it is sick."
"7586","Cubchoo","When Cubchoo starts sneezing, watch out! If it spatters you with its frosty snot, you’ll get frostbite."
"7587","Beartic","It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
"7588","Beartic","It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat."
"7589","Beartic","They love the cold seas of the north. They create pathways across the ocean waters by freezing their own breath."
"7590","Beartic","It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel."
"7591","Beartic","It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice."
"7592","Beartic","It is a ferocious, carnivorous Pokémon. Once it captures its prey, it will breathe cold air onto the prey to freeze and preserve it."
"7593","Beartic","Feared as the Snow-White Demon in northern lands, Beartic uses its frosty claws and fangs to attack prey."
"7594","Cryogonal","When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
"7595","Cryogonal","They are born in snow clouds. They use chains made of ice crystals to capture prey."
"7596","Cryogonal","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148° F."
"7597","Cryogonal","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
"7598","Cryogonal","With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown."
"7599","Cryogonal","When the weather gets hot, these Pokémon turn into water vapor. Cryogonal are almost never seen during summer."
"7600","Cryogonal","Cryogonal appear during cold seasons. It is said that people and Pokémon who die on snowy mountains are reborn into these Pokémon."
"7601","Cryogonal","Cryogonal uses its chains of ice to constrict its opponents and then flash-freezes them where they stand."
"7602","Shelmet","When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
"7603","Shelmet","It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown."
"7604","Shelmet","When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
